1 2.995123e-05 -5.494676e-01 2.267269e-02 
2 2.995121e-05 -5.494676e-01 2.267272e-02 
3 2.995430e-05 -5.494676e-01 2.267277e-02 
4 2.996479e-05 -5.494676e-01 2.267285e-02 
5 2.998654e-05 -5.494676e-01 2.267296e-02 
6 3.002189e-05 -5.494676e-01 2.267311e-02 
7 3.006977e-05 -5.494676e-01 2.267330e-02 
8 3.012273e-05 -5.494676e-01 2.267354e-02 
9 3.017074e-05 -5.494676e-01 2.267382e-02 
10 3.020935e-05 -5.494676e-01 2.267414e-02 
11 3.023769e-05 -5.494675e-01 2.267452e-02 
12 3.025727e-05 -5.494675e-01 2.267496e-02 
13 3.027582e-05 -5.494675e-01 2.267548e-02 
14 3.030180e-05 -5.494675e-01 2.267608e-02 
15 3.034085e-05 -5.494675e-01 2.267678e-02 
16 3.039721e-05 -5.494675e-01 2.267758e-02 
17 3.046956e-05 -5.494675e-01 2.267850e-02 
18 3.055249e-05 -5.494674e-01 2.267955e-02 
19 3.063814e-05 -5.494674e-01 2.268074e-02 
20 3.071627e-05 -5.494674e-01 2.268207e-02 
21 3.078381e-05 -5.494673e-01 2.268357e-02 
22 3.084394e-05 -5.494673e-01 2.268526e-02 
23 3.089829e-05 -5.494672e-01 2.268716e-02 
24 3.095262e-05 -5.494671e-01 2.268928e-02 
25 3.101280e-05 -5.494670e-01 2.269165e-02 
26 3.107850e-05 -5.494670e-01 2.269427e-02 
27 3.114985e-05 -5.494669e-01 2.269718e-02 
28 3.122515e-05 -5.494667e-01 2.270038e-02 
29 3.130011e-05 -5.494666e-01 2.270390e-02 
30 3.137381e-05 -5.494665e-01 2.270777e-02 
31 3.144554e-05 -5.494663e-01 2.271200e-02 
32 3.151891e-05 -5.494662e-01 2.271662e-02 
33 3.160286e-05 -5.494660e-01 2.272167e-02 
34 3.170009e-05 -5.494658e-01 2.272717e-02 
35 3.181061e-05 -5.494655e-01 2.273315e-02 
36 3.193415e-05 -5.494653e-01 2.273963e-02 
37 3.206289e-05 -5.494650e-01 2.274665e-02 
38 3.218955e-05 -5.494647e-01 2.275421e-02 
39 3.231072e-05 -5.494644e-01 2.276237e-02 
40 3.242284e-05 -5.494640e-01 2.277116e-02 
41 3.252790e-05 -5.494636e-01 2.278059e-02 
42 3.263137e-05 -5.494632e-01 2.279072e-02 
43 3.273996e-05 -5.494627e-01 2.280157e-02 
44 3.286360e-05 -5.494623e-01 2.281318e-02 
45 3.300593e-05 -5.494617e-01 2.282558e-02 
