x,y,z,time
2.23856622681723e-05,0.412262117809682,0.0165351139912114,0
2.23924206095641e-05,0.412262118021571,0.0165351006948553,0.01
2.2406762663335e-05,0.41226211877539,0.0165350494055028,0.02
2.24190952637042e-05,0.412262119877028,0.0165349675542102,0.03
2.24205959424483e-05,0.412262121191643,0.0165348752926586,0.04
2.24096192934622e-05,0.412262122637292,0.0165347780758051,0.05
2.23949058573816e-05,0.41226212397017,0.0165346806512794,0.06
2.23859238544827e-05,0.412262125184157,0.0165345952364041,0.07
2.23892718896364e-05,0.41226212613344,0.016534531554105,0.08
2.24026940310681e-05,0.412262126806107,0.0165344821430445,0.09
2.24158804921961e-05,0.412262127331405,0.0165344448295355,0.1
2.24202730191544e-05,0.412262127552019,0.0165344305929547,0.11
2.24122806944769e-05,0.412262127353538,0.0165344454331493,0.12
2.23978383534477e-05,0.412262126368147,0.0165345135645409,0.13
2.23876175757273e-05,0.412262124119433,0.0165346718065996,0.14
2.23883677161802e-05,0.412262120272719,0.0165349449580352,0.15
2.24004540334145e-05,0.412262114482343,0.0165353506733116,0.16
2.23569339418649e-05,0.412262022088889,0.0165397649439309,0.17
2.22767121424232e-05,0.41226140174303,0.0165739037760334,0.18
2.23622939063383e-05,0.4122594245553,0.0166962477601452,0.19
2.26620165974235e-05,0.412255167275403,0.0169775332669636,0.2
2.33508967022366e-05,0.412248310853142,0.0174388541788741,0.21
2.43609880480378e-05,0.41223992224447,0.0180046540129109,0.22
2.52724489778729e-05,0.412232083095262,0.0185318988682903,0.23
2.59293697701492e-05,0.412226404050779,0.0189068658691428,0.24
2.62900617627891e-05,0.412222797195343,0.0191360282126278,0.25
2.65319765249357e-05,0.4122203623871,0.0192897518736743,0.26
2.66869037507901e-05,0.412218544856319,0.0194096291922941,0.27
2.68686591429381e-05,0.412217340894197,0.0194891360122315,0.28
2.71085567930516e-05,0.412217159665542,0.0194998113390617,0.29
2.71515412328647e-05,0.412218426773594,0.0194164393058395,0.3
2.70384082764026e-05,0.412221347477697,0.0192218415549103,0.31
2.66427242780294e-05,0.412225776718561,0.0189259513176291,0.32
2.59874884711034e-05,0.412231049347291,0.0185778939596596,0.33
2.53621336296572e-05,0.412236386576549,0.0182285714820796,0.34
2.47558638207084e-05,0.41224142166052,0.0178997257280699,0.35
2.42935815057692e-05,0.41224610046068,0.0175940359936666,0.36
