x,y,z,time
-3.84848842922888e-05,0.482440611687677,-0.032432631182176,0
-3.8485066707179e-05,0.482440611659562,-0.032432625133057,0.01
-3.84848204373804e-05,0.482440611034759,-0.0324326056271592,0.02
-3.84848597155765e-05,0.482440609713515,-0.0324325751847765,0.03
-3.84847030308292e-05,0.482440608602698,-0.0324325433403861,0.04
-3.84847431888843e-05,0.482440607637189,-0.0324325119318762,0.05
-3.84846801751183e-05,0.482440606252505,-0.0324324778176524,0.06
-3.84844499954973e-05,0.482440605130022,-0.0324324489244894,0.07
-3.84846907653591e-05,0.482440604619372,-0.0324324299875029,0.08
-3.84844820652636e-05,0.482440603983391,-0.0324324140957015,0.09
-3.84844394391214e-05,0.482440603543418,-0.0324324055446376,0.1
-3.84846121616558e-05,0.48244060374836,-0.0324324077981034,0.11
-3.84844629375599e-05,0.482440604026359,-0.032432414451854,0.12
-3.8484584379494e-05,0.482440604273696,-0.0324324247397085,0.13
-3.84845586020776e-05,0.482440604877934,-0.0324324403655317,0.14
-3.84846361280934e-05,0.482440605630045,-0.0324324584996655,0.15
-3.84847044376547e-05,0.482440606110211,-0.032432474289746,0.16
-3.8484603338171e-05,0.482440606627675,-0.0324324894359853,0.17
-3.8484826763831e-05,0.482440607284165,-0.0324325044304244,0.18
-3.83341190667494e-05,0.482440751799112,-0.0324356150428783,0.19
-3.7871133567184e-05,0.48244185773284,-0.0324610399905192,0.2
-3.73925272128702e-05,0.482445611039099,-0.0325537657905151,0.21
-3.68235822264535e-05,0.482453892488644,-0.0327691732479907,0.22
-3.623653786298e-05,0.482468647654884,-0.0331602310575699,0.23
-3.59949815222949e-05,0.482491309919718,-0.0337645486676478,0.24
-3.5721703787474e-05,0.482522061333731,-0.0345906053332839,0.25
-3.49710433315962e-05,0.482559280837803,-0.0355935624186774,0.26
-3.48261153043771e-05,0.482600225033386,-0.0366961259392104,0.27
-3.47257155201184e-05,0.482641717479881,-0.0378175054531356,0.28
-3.43960041991446e-05,0.48268130445403,-0.0388899281659689,0.29
-3.46081796353483e-05,0.482716933127364,-0.0398524189501652,0.3
-3.45698590629739e-05,0.482746345370667,-0.0406486600166952,0.31
-3.48769888559128e-05,0.482768246444708,-0.0412454511630227,0.32
-3.52514397766826e-05,0.482782099542068,-0.0416239419693757,0.33
-3.5617438625797e-05,0.482787476748856,-0.0417733717325605,0.34
-3.62423893489896e-05,0.48278414564902,-0.0416903418178828,0.35
-3.67022577170028e-05,0.482772460134085,-0.0413814533893038,0.36
-3.74179208405962e-05,0.482753157393008,-0.0408643792255901,0.37
-3.80377761164171e-05,0.482726966340982,-0.0401626414224988,0.38
-3.84966870904148e-05,0.482695239314229,-0.0393118165668686,0.39
-3.91256958060174e-05,0.482659720748068,-0.0383558162827873,0.4
-3.95327299888979e-05,0.4826221032557,-0.037343404560268,0.41
-3.98781704000763e-05,0.482584390520422,-0.0363289280279775,0.42
-4.00999164905717e-05,0.482548553216046,-0.0353618693640506,0.43
-4.01798746483713e-05,0.482516040487688,-0.0344826798433163,0.44
-4.01143046477248e-05,0.482487986737182,-0.0337242893134863,0.45
-3.94675345058702e-05,0.482465043149631,-0.0331008311788443,0.46
-3.87868824465567e-05,0.482447161310135,-0.0326095709291029,0.47
-3.83347526169509e-05,0.482433834632702,-0.0322434218307869,0.48
-3.79535028392509e-05,0.482424729986299,-0.0319960829262564,0.49
-3.78674899199942e-05,0.482419795470928,-0.0318605071898997,0.5
-3.77782290528422e-05,0.48241835264439,-0.0318192857850166,0.51
-3.76528643433074e-05,0.482419415279149,-0.0318496767802961,0.52
-3.75578173875933e-05,0.482422268802932,-0.031928902363149,0.53
-3.74846748521904e-05,0.482426127938557,-0.0320339242394487,0.54
-3.74690954358782e-05,0.482430075320674,-0.0321432360342648,0.55
-3.75292950790318e-05,0.482433675665878,-0.0322435094700448,0.56
-3.77814954945357e-05,0.482436826466319,-0.0323288373809695,0.57
-3.80573366477476e-05,0.482439237146903,-0.0323942143193455,0.58
-3.83773431479222e-05,0.482440860461697,-0.0324396393527973,0.59
-3.87066886188905e-05,0.482441934114077,-0.0324689300628099,0.6
-3.89281661714921e-05,0.482442537774436,-0.0324850682757078,0.61
-3.90686246954235e-05,0.482442741210335,-0.0324917542644676,0.62
-3.90322235944438e-05,0.482442798024126,-0.0324937035910118,0.63
-3.89367877318874e-05,0.482442850550663,-0.0324939758176724,0.64
-3.87336209181779e-05,0.482442805779318,-0.0324926803109893,0.65
-3.84804640171692e-05,0.482442732979822,-0.0324912626327357,0.66
-3.83319794791129e-05,0.482442739976381,-0.0324909819197992,0.67
-3.82197599253882e-05,0.482442729622255,-0.0324908008639859,0.68
-3.82433902555743e-05,0.482442696558933,-0.0324907643479133,0.69
-3.83983769929369e-05,0.482442741686049,-0.0324917046399766,0.7
-3.85983682721544e-05,0.482442813735399,-0.032492963709251,0.71
-3.88267972613651e-05,0.482442837770898,-0.032493884894166,0.72
-3.89818048167126e-05,0.482442865657786,-0.0324948150889826,0.73
-3.90704515181008e-05,0.482442920377697,-0.0324959773130028,0.74
-3.90361947550496e-05,0.482442929626262,-0.032496634604135,0.75
-3.88878234819542e-05,0.482442932640858,-0.0324971607768507,0.76
-3.87264615985152e-05,0.48244298512163,-0.032498068417366,0.77
-3.85160588291526e-05,0.482443015163829,-0.0324986122438227,0.78
-3.83575658802564e-05,0.48244301112758,-0.0324987827539703,0.79
-3.82967079445429e-05,0.482443025653831,-0.0324990686790537,0.8
-3.83151825853174e-05,0.482443031365698,-0.0324991550714615,0.81
-3.84471360849011e-05,0.482443009243991,-0.0324989749989821,0.82
-3.86240105110681e-05,0.48244300313715,-0.0324988703557972,0.83
-3.88253685264888e-05,0.482443022952451,-0.0324989764296241,0.84
-3.89775888220457e-05,0.4824430172011,-0.0324988042984462,0.85
-3.90266608721178e-05,0.48244300128173,-0.0324985279582349,0.86
-3.90061326482967e-05,0.482443004138255,-0.0324984413569371,0.87
-3.88707869540344e-05,0.482442990248039,-0.0324981778484406,0.88
-3.86907104521593e-05,0.482442968060047,-0.0324978698526025,0.89
-3.85213570598851e-05,0.482442973702955,-0.032497852762725,0.9
-3.83776352966988e-05,0.482442981850787,-0.0324978325302315,0.91
-3.83276532228808e-05,0.482442975199338,-0.0324977303127908,0.92
-3.83578206287201e-05,0.482442971353357,-0.0324976502880061,0.93
-3.84759889493911e-05,0.482442974876083,-0.0324976669239149,0.94
-3.86451927292584e-05,0.482442964126702,-0.0324975622768384,0.95
-3.88059539797323e-05,0.482442957067966,-0.0324975035833493,0.96
-3.89481607817345e-05,0.482442970111687,-0.0324976467537533,0.97
-3.89963004494762e-05,0.482442975375628,-0.0324977029886021,0.98
-3.89571484058861e-05,0.482442971546319,-0.0324976821393173,0.99
-3.88490999341898e-05,0.482442976419664,-0.0324977608264228,1
