x,y,z,time
-6.69244075008706e-07,0.0687588990142367,-0.000887117107621294,0
-6.69244075538344e-07,0.0687588990142401,-0.000887117107975498,0.000714285714285714
-6.69243707968039e-07,0.068758899014244,-0.000887117108212724,0.00142857142857143
-6.69242079392744e-07,0.0687588990142344,-0.000887117106338016,0.00214285714285714
-6.69238848250526e-07,0.0687588990141398,-0.000887117093381306,0.00285714285714286
-6.69235714148736e-07,0.0687588990137019,-0.000887117038271488,0.00357142857142857
-6.69236535911964e-07,0.068758899012394,-0.000887116879006891,0.00428571428571429
-6.69245452202355e-07,0.0687588990093791,-0.000887116518156782,0.005
-6.69264338430729e-07,0.0687588990034614,-0.000887115817033966,0.00571428571428571
-6.69291234506098e-07,0.0687588989930702,-0.000887114593118451,0.00642857142857143
-6.69320435059653e-07,0.0687588989762936,-0.000887112623456758,0.00714285714285714
-6.69343944124301e-07,0.0687588989509551,-0.00088710965289858,0.00785714285714286
-6.69353484416136e-07,0.0687588989147096,-0.000887105404958107,0.00857142857142857
-6.69342262800429e-07,0.0687588988651534,-0.000887099594351889,0.00928571428571429
-6.69306021311443e-07,0.068758898799953,-0.000887091941685116,0.01
-6.69243281574129e-07,0.0687588987169948,-0.000887082190441666,0.0107142857142857
-6.69154951755921e-07,0.0687588986145417,-0.000887070124796813,0.0114285714285714
-6.69043569829072e-07,0.0687588984913754,-0.000887055585722897,0.0121428571428571
-6.68912431545205e-07,0.0687588983469078,-0.000887038483569938,0.0128571428571429
-6.68764757954658e-07,0.068758898181261,-0.000887018807080067,0.0135714285714286
-6.68602978820613e-07,0.068758897995326,-0.00088699662997087,0.0142857142857143
-6.68428191239022e-07,0.0687588977908075,-0.000886972115900941,0.015
-6.68239873022208e-07,0.0687588975702512,-0.000886945521432476,0.0157142857142857
-6.68035940598944e-07,0.0687588973370422,-0.000886917195848842,0.0164285714285714
-6.67813214736566e-07,0.0687588970953707,-0.00088688757706007,0.0171428571428571
-6.67568279295517e-07,0.0687588968501653,-0.000886857183912092,0.0178571428571429
-6.6729859024423e-07,0.0687588966070061,-0.000886826606074201,0.0185714285714286
-6.67003562276508e-07,0.0687588963720283,-0.000886796492780355,0.0192857142857143
-6.66685302724545e-07,0.0687588961518213,-0.00088676754126377,0.02
-6.66348719083711e-07,0.0687588959533303,-0.000886740485337772,0.0207142857142857
-6.66000888965439e-07,0.06875889578376,-0.00088671608455874,0.0214285714285714
-6.6564980623413e-07,0.0687588956504893,-0.000886695114570456,0.0221428571428571
-6.65302830049641e-07,0.0687588955609995,-0.000886678359194356,0.0228571428571429
-6.64965277501287e-07,0.0687588955228198,-0.00088666660447313,0.0235714285714286
-6.64639566901145e-07,0.068758895543487,-0.000886660634423406,0.0242857142857143
-6.6432515370787e-07,0.0687588956305161,-0.000886661228017767,0.025
-6.64019261058681e-07,0.0687588957913779,-0.000886669156996933,0.0257142857142857
-6.63718165107537e-07,0.0687588960334837,-0.000886685184344988,0.0264285714285714
-6.63418632928235e-07,0.0687588963641744,-0.000886710063400775,0.0271428571428571
-6.63119086923257e-07,0.0687588967907163,-0.000886744537534547,0.0278571428571429
-6.62820184841924e-07,0.0687588973203001,-0.000886789340206919,0.0285714285714286
-6.62524705089768e-07,0.0687588979600411,-0.000886845195216919,0.0292857142857143
-6.62236840581836e-07,0.0687588987169821,-0.000886912817077564,0.03
-6.61961163081459e-07,0.0687588995980969,-0.000886992911622434,0.0307142857142857
-6.61701577329148e-07,0.0687589006102991,-0.000887086177015348,0.0314285714285714
-6.61460536609386e-07,0.0687589017604545,-0.000887193305270578,0.0321428571428571
-6.61238676524646e-07,0.0687589030553976,-0.000887314984256528,0.0328571428571429
-6.61034891136074e-07,0.0687589045019516,-0.000887451900043499,0.0335714285714286
-6.60846764966336e-07,0.0687589061069494,-0.000887604739408487,0.0342857142857143
-6.606712129161e-07,0.068758907877254,-0.000887774192301621,0.035
-6.60505175334923e-07,0.0687589098197774,-0.000887960954070503,0.0357142857142857
-6.60346247627514e-07,0.0687589119414952,-0.000888165727233765,0.0364285714285714
-6.60193162439466e-07,0.0687589142494561,-0.000888389222630431,0.0371428571428571
-6.600460709943e-07,0.068758916750785,-0.000888632159862274,0.0378571428571429
-6.5990658919618e-07,0.0687589194526805,-0.00088889526706159,0.0385714285714286
-6.5977759226817e-07,0.0687589223624079,-0.000889179280105153,0.0392857142857143
-6.59662770693166e-07,0.0687589254872877,-0.000889484941422361,0.04
-6.5956600723974e-07,0.0687589288346823,-0.000889812998514974,0.0407142857142857
-6.59490690530997e-07,0.0687589324119796,-0.000890164202252412,0.0414285714285714
-6.59439121166297e-07,0.0687589362265759,-0.000890539304968322,0.0421428571428571
-6.5941216975134e-07,0.0687589402858561,-0.00089093905837391,0.0428571428571429
