x,y,z,time
-2.94630760472122e-05,0.206750554447764,-0.0121907123463944,0
-2.9463076050927e-05,0.206750554447838,-0.0121907123482574,0.000625
-2.94630703834074e-05,0.206750554448771,-0.0121907123737262,0.00125
-2.94630399777402e-05,0.206750554452989,-0.0121907124910901,0.001875
-2.94629584380718e-05,0.206750554468351,-0.0121907129099403,0.0025
-2.9462810153229e-05,0.206750554515308,-0.0121907141705454,0.003125
-2.94626035972609e-05,0.20675055463057,-0.012190717266271,0.00375
-2.94623690172027e-05,0.206750554867394,-0.0121907236683187,0.004375
-2.94621441145855e-05,0.206750555295897,-0.012190735329212,0.005
-2.9461958111685e-05,0.206750556003334,-0.0121907546796173,0.005625
-2.94618219165787e-05,0.206750557093833,-0.0121907846119728,0.00625
-2.94617270636505e-05,0.206750558687536,-0.0121908284497256,0.006875
-2.94616522995562e-05,0.206750560919291,-0.0121908899045068,0.0075
-2.94615748229394e-05,0.206750563937065,-0.0121909730245132,0.008125
-2.94614826759079e-05,0.20675056790024,-0.0121910821382943,0.00875
-2.94613850929405e-05,0.20675057297796,-0.0121912217994229,0.009375
-2.94613184504043e-05,0.206750579347672,-0.0121913967375683,0.01
-2.94613465616119e-05,0.206750587193892,-0.0121916118192486,0.010625
-2.94615552392928e-05,0.206750596707136,-0.0121918720179715,0.01125
-2.94620422458651e-05,0.206750608082912,-0.012192182390668,0.011875
-2.94629048132725e-05,0.206750621520686,-0.0121925480565574,0.0125
-2.94642274616165e-05,0.206750637222823,-0.0121929741757241,0.013125
-2.94660726153012e-05,0.206750655393562,-0.0121934659267584,0.01375
-2.94684756467471e-05,0.206750676238096,-0.0121940284846287,0.014375
-2.94714448292639e-05,0.206750699961816,-0.012194667000666,0.015
-2.94749655347672e-05,0.206750726769749,-0.0121953865861475,0.015625
-2.94790071078319e-05,0.206750756866175,-0.0121961923003363,0.01625
-2.94835304733257e-05,0.206750790454436,-0.0121970891437066,0.016875
-2.94884948246579e-05,0.206750827736955,-0.0121980820572943,0.0175
-2.94938624683847e-05,0.20675086891548,-0.0121991759289772,0.018125
-2.94996016672171e-05,0.206750914191541,-0.0122003756067322,0.01875
-2.9505687869538e-05,0.206750963767079,-0.0122016859178671,0.019375
-2.95121039554514e-05,0.206751017845161,-0.0122031116923123,0.02
-2.95188400313368e-05,0.206751076630725,-0.0122046577875679,0.020625
-2.95258929303826e-05,0.20675114033129,-0.0122063291130279,0.02125
-2.95332651810432e-05,0.20675120915759,-0.0122081306520867,0.021875
-2.95409630739678e-05,0.206751283324126,-0.0122100674812416,0.0225
-2.9548993657828e-05,0.206751363049623,-0.0122121447858611,0.023125
-2.9557360891063e-05,0.206751448557385,-0.012214367872365,0.02375
-2.95660616176244e-05,0.206751540075535,-0.0122167421765804,0.024375
-2.95750823814368e-05,0.206751637837118,-0.0122192732681708,0.025
-2.95843981550971e-05,0.206751742080102,-0.0122219668511892,0.025625
-2.95939736923011e-05,0.206751853047254,-0.0122248287609312,0.02625
-2.96037675131647e-05,0.206751970985906,-0.0122278649573999,0.026875
-2.96137377841027e-05,0.20675209614764,-0.0122310815158297,0.0275
-2.96238488199602e-05,0.206752228787872,-0.0122344846147474,0.028125
-2.96340767485163e-05,0.206752369165377,-0.0122380805220228,0.02875
-2.96444130922181e-05,0.206752517541757,-0.0122418755794442,0.029375
-2.96548656064143e-05,0.206752674180879,-0.0122458761865261,0.03
-2.96654564723105e-05,0.206752839348309,-0.0122500887843088,0.030625
-2.96762185865238e-05,0.206753013310765,-0.0122545198397575,0.03125
-2.96871910220467e-05,0.206753196335589,-0.0122591758311123,0.031875
-2.96984147283995e-05,0.206753388690243,-0.0122640632343243,0.0325
-2.97099292468784e-05,0.206753590641841,-0.0122691885105441,0.033125
-2.97217707388686e-05,0.206753802456691,-0.0122745580945362,0.03375
-2.97339711413605e-05,0.206754024399867,-0.012280178383937,0.034375
-2.9746557984384e-05,0.206754256734817,-0.0122860557294162,0.035
-2.97595544185074e-05,0.206754499722998,-0.0122921964258764,0.035625
-2.97729792210308e-05,0.206754753623562,-0.0122986067047651,0.03625
-2.97868468251553e-05,0.206755018693079,-0.0123052927274755,0.036875
-2.98011676265584e-05,0.206755295185305,-0.0123122605797727,0.0375
-2.98159488748736e-05,0.206755583350989,-0.012319516267167,0.038125
-2.98311963004552e-05,0.206755883437709,-0.0123270657111147,0.03875
-2.98469163114775e-05,0.206756195689747,-0.0123349147459097,0.039375
-2.98631182805745e-05,0.206756520347983,-0.0123430691161817,0.04
-2.98798162767332e-05,0.206756857649813,-0.0123515344749876,0.040625
-2.9897029648987e-05,0.206757207829091,-0.0123603163825251,0.04125
-2.99147821233193e-05,0.206757571116098,-0.0123694203055316,0.041875
-2.99330994790629e-05,0.206757947737529,-0.0123788516174598,0.0425
-2.99520063053073e-05,0.206758337916519,-0.0123886155994941,0.043125
-2.99715226299817e-05,0.206758741872676,-0.0123987174423419,0.04375
-2.9991661244687e-05,0.206759159822148,-0.0124091622485826,0.044375
-3.00124263259504e-05,0.206759591977676,-0.0124199550352806,0.045
-3.00338135794543e-05,0.206760038548655,-0.0124311007365523,0.045625
-3.00558117281682e-05,0.206760499741178,-0.0124426042057887,0.04625
-3.0078404845718e-05,0.206760975758049,-0.0124544702172871,0.046875
-3.01015749049257e-05,0.206761466798789,-0.0124667034671417,0.0475
-3.01253040010183e-05,0.20676197305961,-0.0124793085733624,0.048125
-3.0149575950494e-05,0.206762494733361,-0.0124922900752429,0.04875
-3.01743772398921e-05,0.206763032009471,-0.0125056524320184,0.049375
