x,y,z,time
6.70652595188094e-05,-0.478445586942268,0.0451645615460774,0
6.70652595285963e-05,-0.478445586941955,0.045164561551448,0.000625
6.70652587789182e-05,-0.478445586940557,0.0451645615678494,0.00125
6.70652688430217e-05,-0.478445586934416,0.0451645616284957,0.001875
6.7065348276606e-05,-0.478445586908531,0.0451645619202253,0.0025
6.70656296201255e-05,-0.478445586818111,0.045164563066431,0.003125
6.70663119229886e-05,-0.478445586576,0.0451645663171145,0.00375
6.70676131361434e-05,-0.478445586048867,0.0451645735754715,0.004375
6.70696888031998e-05,-0.478445585053965,0.0451645873772393,0.005
6.70725367806261e-05,-0.47844558335536,0.0451646108695627,0.005625
6.70759231997062e-05,-0.478445580661777,0.0451646477942409,0.00625
6.70793709351858e-05,-0.478445576626727,0.0451647024820192,0.006875
6.70822295784903e-05,-0.478445570849716,0.045164779867877,0.0075
6.7083806999734e-05,-0.478445562877088,0.0451648855293144,0.008125
6.70835193719893e-05,-0.478445552202369,0.0451650257336648,0.00875
6.70810163693293e-05,-0.478445538267363,0.0451652074704978,0.009375
6.70762448236616e-05,-0.478445520465439,0.045165438451861,0.01
6.70694260632628e-05,-0.478445498147352,0.0451657270808859,0.010625
6.70609513700046e-05,-0.47844547062853,0.0451660824028351,0.01125
6.70512359103824e-05,-0.478445437196114,0.0451665140541285,0.011875
6.70405850463354e-05,-0.478445397114438,0.0451670322185646,0.0125
6.70291115372403e-05,-0.478445349628613,0.045167647592899,0.013125
6.70167189275503e-05,-0.478445293966764,0.0451683713596523,0.01375
6.70031483302905e-05,-0.478445229341575,0.0451692151651342,0.014375
6.69880674057206e-05,-0.478445154951309,0.045170191104892,0.015
6.69711641717893e-05,-0.478445069979954,0.0451713117222819,0.015625
6.69522101097821e-05,-0.478444973596063,0.0451725900230926,0.01625
6.69310783524278e-05,-0.478444864950357,0.0451740395015849,0.016875
6.69077246327286e-05,-0.478444743172723,0.0451756741682149,0.0175
6.68821491594598e-05,-0.478444607369431,0.0451775085705442,0.018125
6.68543622074258e-05,-0.478444456621201,0.0451795578035508,0.01875
6.6824376847005e-05,-0.478444289982219,0.0451818375099052,0.019375
6.67922398310077e-05,-0.478444106479792,0.0451843638739114,0.02
